COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
55,4026.15,4102.05,4057.44,3864.62,4357.44,4156.41,4571.28,4537.95,4301.03,3923.59,4217.95,4597.44,4368.72,4600,1689,1711,1.134,0,0,0,0,
56,4032.31,4097.44,4061.54,3863.08,4347.69,4157.95,4573.85,4544.62,4300.51,3921.03,4217.95,4595.38,4368.21,4602.56,1688,1712,1.141,0,0,0,0,
57,4028.72,4085.13,4054.36,3862.05,4341.54,4152.82,4572.31,4537.95,4292.82,3903.59,4204.1,4582.05,4349.23,4598.46,1688,1711,1.142,0,0,0,0,
58,4016.41,4094.87,4046.67,3863.08,4356.92,4155.38,4570.26,4535.38,4291.28,3897.44,4198.46,4580,4347.18,4598.46,1688,1711,1.15,0,0,0,0,
59,4020.51,4108.72,4058.97,3861.03,4368.72,4162.56,4578.46,4550.26,4303.59,3916.41,4218.97,4593.85,4363.08,4606.15,1689,1711,1.151,0,0,0,0,
60,4039.49,4109.23,4072.31,3866.15,4367.69,4158.46,4584.1,4560.51,4315.9,3930.77,4234.36,4607.18,4370.26,4612.31,1688,1711,1.159,0,0,0,0,
61,4042.05,4106.67,4070.77,3871.28,4351.79,4151.28,4576.41,4549.23,4304.62,3918.46,4222.05,4607.69,4366.67,4606.67,1689,1710,1.169,0,0,0,0,
62,4030.77,4104.62,4065.13,3858.46,4332.82,4150.77,4569.23,4534.36,4289.74,3905.13,4208.72,4597.44,4360,4595.9,1689,1710,1.176,0,0,0,0,
63,4035.9,4105.64,4066.67,3862.05,4348.72,4152.82,4571.28,4540.51,4298.46,3911.79,4217.95,4596.92,4361.03,4605.13,1690,1710,1.183,0,0,0,0,
64,4049.74,4108.72,4071.28,3879.49,4366.67,4154.36,4573.33,4551.28,4307.18,3915.38,4225.64,4604.62,4368.72,4616.41,1689,1709,1.191,0,0,0,0,
